priority,disposition,audience,cluster,cluster_canonical,status,in_sitemap,imp,clk,ctr,pos,slug,url,lastmod,reason
P2,MERGE_301,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,discovered_not_crawled,True,,,,,local-supplier-vs-china-direct-when-paying-more-saves-money,https://www.phonerepairspares.com/blog/local-supplier-vs-china-direct-when-paying-more-saves-money,2026-04-22T02:04:51.085Z,301 → /blog/how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide（wholesaler-verify 集群）
P2,MERGE_301,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,discovered_not_crawled,True,,,,,best-cell-phone-parts-supplier-checklist-2025,https://www.phonerepairspares.com/blog/best-cell-phone-parts-supplier-checklist-2025,2026-04-22T02:04:51.085Z,301 → /blog/how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide（wholesaler-verify 集群）
P2,MERGE_301,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,discovered_not_crawled,True,,,,,paying-china-phone-parts-supplier,https://www.phonerepairspares.com/blog/paying-china-phone-parts-supplier,2026-04-22T02:04:51.085Z,301 → /blog/how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide（wholesaler-verify 集群）
P2,MERGE_301,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,discovered_not_crawled,True,,,,,huaqiangbei-vs-online-sourcing,https://www.phonerepairspares.com/blog/huaqiangbei-vs-online-sourcing,2026-04-22T02:04:51.085Z,301 → /blog/how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide（wholesaler-verify 集群）
P2,MERGE_301,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,indexed_no_traffic,True,,,,,phone-parts-supplier-delays,https://www.phonerepairspares.com/blog/phone-parts-supplier-delays,2026-04-22T02:04:51.085Z,301 → /blog/how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide（wholesaler-verify 集群）
P2,MERGE_301,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,discovered_not_crawled,True,,,,,moq-sample-orders-lead-time-wholesale,https://www.phonerepairspares.com/blog/moq-sample-orders-lead-time-wholesale,2026-04-22T02:04:51.085Z,301 → /blog/how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide（wholesaler-verify 集群）
P2,MERGE_301,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,discovered_not_crawled,True,,,,,test-order-evaluate-phone-parts-supplier,https://www.phonerepairspares.com/blog/test-order-evaluate-phone-parts-supplier,2026-04-22T02:04:51.085Z,301 → /blog/how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide（wholesaler-verify 集群）
P2,MERGE_301,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,discovered_not_crawled,True,,,,,how-to-verify-original-phone-screens-without-trusting-supplier-labels,https://www.phonerepairspares.com/blog/how-to-verify-original-phone-screens-without-trusting-supplier-labels,2026-04-22T02:04:51.085Z,301 → /blog/how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide（wholesaler-verify 集群）
P2,MERGE_301,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,discovered_not_crawled,True,,,,,phone-parts-dispute-resolution,https://www.phonerepairspares.com/blog/phone-parts-dispute-resolution,2026-04-22T02:04:51.085Z,301 → /blog/how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide（wholesaler-verify 集群）
P2,FIX_OR_DELETE,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,discovered_not_crawled,False,,,,,2025-iphone-battery-wholesale-sourcing-guide-factory-direct-from-shenzhen,https://www.phonerepairspares.com/blog/2025-iphone-battery-wholesale-sourcing-guide-factory-direct-from-shenzhen,,GSC 知道但 sitemap 没有：核实文章是否仍发布；若已废弃返回 410
P2,MERGE_301,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,discovered_not_crawled,True,,,,,cell-phone-parts-wholesale-sourcing-guide,https://www.phonerepairspares.com/blog/cell-phone-parts-wholesale-sourcing-guide,2026-04-22T02:04:51.085Z,301 → /blog/how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide（wholesaler-verify 集群）
P2,MERGE_301,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,discovered_not_crawled,True,,,,,prepare-mixed-order-list-before-contacting-supplier,https://www.phonerepairspares.com/blog/prepare-mixed-order-list-before-contacting-supplier,2026-04-22T02:04:51.085Z,301 → /blog/how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide（wholesaler-verify 集群）
P2,MERGE_301,B2B,wholesaler-verify,how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide,indexed_no_traffic,True,,,,,trustworthy-wholesale-phone-parts-suppliers-qc,https://www.phonerepairspares.com/blog/trustworthy-wholesale-phone-parts-suppliers-qc,2026-04-22T02:04:51.084Z,301 → /blog/how-can-you-find-trustworthy-wholesale-suppliers-for-mobile-phone-repair-parts-the-complete-quality-control-guide（wholesaler-verify 集群）
P3,REVIEW_MANUAL,B2C-misaligned,iphone-battery-cost,common-iphone-battery-quality-problems-wholesale-buyers-check,indexed_with_traffic,True,2,0,0.0,4.5,common-iphone-battery-quality-problems-wholesale-buyers-check,https://www.phonerepairspares.com/blog/common-iphone-battery-quality-problems-wholesale-buyers-check,2026-04-22T02:04:51.085Z,人工复核
P3,DELETE_NOINDEX,B2C-misaligned,iphone-battery-cost,common-iphone-battery-quality-problems-wholesale-buyers-check,discovered_not_crawled,True,,,,,iphone-battery-quality-repair-shops,https://www.phonerepairspares.com/blog/iphone-battery-quality-repair-shops,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-battery-cost,common-iphone-battery-quality-problems-wholesale-buyers-check,discovered_not_crawled,True,,,,,iphone-15-battery-replacement-no-battery-boot-guide,https://www.phonerepairspares.com/blog/iphone-15-battery-replacement-no-battery-boot-guide,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-battery-cost,common-iphone-battery-quality-problems-wholesale-buyers-check,discovered_not_crawled,True,,,,,iphone-battery-replacement-cost-2026,https://www.phonerepairspares.com/blog/iphone-battery-replacement-cost-2026,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-battery-cost,common-iphone-battery-quality-problems-wholesale-buyers-check,discovered_not_crawled,True,,,,,iphone-battery-stocking-by-model-2026,https://www.phonerepairspares.com/blog/iphone-battery-stocking-by-model-2026,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-battery-cost,common-iphone-battery-quality-problems-wholesale-buyers-check,discovered_not_crawled,True,,,,,iphone-battery-draining-fast-causes-replacement,https://www.phonerepairspares.com/blog/iphone-battery-draining-fast-causes-replacement,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-cost-by-model,iphone-screen-replacement-cost-uk-complete-price-guide-by-model-2026,discovered_not_crawled,True,,,,,iphone-screen-replacement-cost-guide,https://www.phonerepairspares.com/blog/iphone-screen-replacement-cost-guide,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-cost-by-model,iphone-screen-replacement-cost-uk-complete-price-guide-by-model-2026,discovered_not_crawled,True,,,,,iphone-11-screen-replacement,https://www.phonerepairspares.com/blog/iphone-11-screen-replacement,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-cost-by-model,iphone-screen-replacement-cost-uk-complete-price-guide-by-model-2026,discovered_not_crawled,True,,,,,iphone-12-screen-replacement-worth-it-2026,https://www.phonerepairspares.com/blog/iphone-12-screen-replacement-worth-it-2026,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-cost-by-model,iphone-screen-replacement-cost-uk-complete-price-guide-by-model-2026,discovered_not_crawled,True,,,,,iphone-16-pro-max-screen-replacement-uk-guide,https://www.phonerepairspares.com/blog/iphone-16-pro-max-screen-replacement-uk-guide,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-cost-by-model,iphone-screen-replacement-cost-uk-complete-price-guide-by-model-2026,discovered_not_crawled,True,,,,,iphone-13-screen-replacement-worth-it-2026,https://www.phonerepairspares.com/blog/iphone-13-screen-replacement-worth-it-2026,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-cost-by-model,iphone-screen-replacement-cost-uk-complete-price-guide-by-model-2026,discovered_not_crawled,True,,,,,iphone-screen-replacement-cost-uk-guide-2026,https://www.phonerepairspares.com/blog/iphone-screen-replacement-cost-uk-guide-2026,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-cost-by-model,iphone-screen-replacement-cost-uk-complete-price-guide-by-model-2026,discovered_not_crawled,True,,,,,iphone-12-screen-replacement,https://www.phonerepairspares.com/blog/iphone-12-screen-replacement,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-cost-by-model,iphone-screen-replacement-cost-uk-complete-price-guide-by-model-2026,discovered_not_crawled,True,,,,,iphone-xr-screen-replacement-cheapest-options-quality-comparison,https://www.phonerepairspares.com/blog/iphone-xr-screen-replacement-cheapest-options-quality-comparison,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-cost-by-model,iphone-screen-replacement-cost-uk-complete-price-guide-by-model-2026,discovered_not_crawled,True,,,,,iphone-11-screen-replacement-worth-it-2026,https://www.phonerepairspares.com/blog/iphone-11-screen-replacement-worth-it-2026,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-cost-by-model,iphone-screen-replacement-cost-uk-complete-price-guide-by-model-2026,discovered_not_crawled,True,,,,,iphone-se-screen-replacement-budget-friendly-repair-guide,https://www.phonerepairspares.com/blog/iphone-se-screen-replacement-budget-friendly-repair-guide,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-cost-by-model,iphone-screen-replacement-cost-uk-complete-price-guide-by-model-2026,discovered_not_crawled,True,,,,,iphone-8-screen-replacement,https://www.phonerepairspares.com/blog/iphone-8-screen-replacement,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,iphone-charging-port-replacement-guide,https://www.phonerepairspares.com/blog/iphone-charging-port-replacement-guide,2026-04-22T02:04:51.084Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,iphone-display-ic-fault-diagnosis-real-time-method,https://www.phonerepairspares.com/blog/iphone-display-ic-fault-diagnosis-real-time-method,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,camera-not-working-after-iphone-screen-replacement,https://www.phonerepairspares.com/blog/camera-not-working-after-iphone-screen-replacement,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,common-iphone-screen-problems-2026,https://www.phonerepairspares.com/blog/common-iphone-screen-problems-2026,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,black-screen-display-vs-board-problem,https://www.phonerepairspares.com/blog/black-screen-display-vs-board-problem,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,iphone-screen-flickering-causes-fixes,https://www.phonerepairspares.com/blog/iphone-screen-flickering-causes-fixes,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,phone-screen-not-working-diagnosis,https://www.phonerepairspares.com/blog/phone-screen-not-working-diagnosis,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,iphone-charging-port-replacement-cost,https://www.phonerepairspares.com/blog/iphone-charging-port-replacement-cost,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,iphone-ghost-touch-screen-quality,https://www.phonerepairspares.com/blog/iphone-ghost-touch-screen-quality,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,charging-port-failures-after-replacement,https://www.phonerepairspares.com/blog/charging-port-failures-after-replacement,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,battery-complaints-after-replacement-repair-shops,https://www.phonerepairspares.com/blog/battery-complaints-after-replacement-repair-shops,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,iphone-pro-camera-dust-removal-and-prevention,https://www.phonerepairspares.com/blog/iphone-pro-camera-dust-removal-and-prevention,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,touch-not-working-after-screen-replacement,https://www.phonerepairspares.com/blog/touch-not-working-after-screen-replacement,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,iphone-boot-loop-after-screen-replacement-causes,https://www.phonerepairspares.com/blog/iphone-boot-loop-after-screen-replacement-causes,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,iphone-issues-diagnosis,iphone-unknown-part-warning-screen-replacement-ic-transfer,discovered_not_crawled,True,,,,,iphone-not-charging-diagnosis-charging-port-replacement,https://www.phonerepairspares.com/blog/iphone-not-charging-diagnosis-charging-port-replacement,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,samsung-specific,samsung-s23-s24-screen-replacement-guide,discovered_not_crawled,True,,,,,samsung-s23-s24-screen-replacement-guide,https://www.phonerepairspares.com/blog/samsung-s23-s24-screen-replacement-guide,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,samsung-specific,samsung-s23-s24-screen-replacement-guide,discovered_not_crawled,True,,,,,samsung-galaxy-s24-screen-replacement-uk,https://www.phonerepairspares.com/blog/samsung-galaxy-s24-screen-replacement-uk,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,samsung-specific,samsung-s23-s24-screen-replacement-guide,discovered_not_crawled,True,,,,,samsung-galaxy-z-flip-fold-inner-screen-replacement-guide,https://www.phonerepairspares.com/blog/samsung-galaxy-z-flip-fold-inner-screen-replacement-guide,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,samsung-specific,samsung-s23-s24-screen-replacement-guide,discovered_not_crawled,True,,,,,samsung-a15-screen-replacement-guide,https://www.phonerepairspares.com/blog/samsung-a15-screen-replacement-guide,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,screen-tech-edu,how-are-mobile-phone-screens-made-complete-production-process-analysis-from-lcd-to-oled,discovered_not_crawled,True,,,,,iphone-screens-wholesale-oled-incell-comparison,https://www.phonerepairspares.com/blog/iphone-screens-wholesale-oled-incell-comparison,2026-04-22T02:04:51.084Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,screen-tech-edu,how-are-mobile-phone-screens-made-complete-production-process-analysis-from-lcd-to-oled,discovered_not_crawled,True,,,,,incell-vs-hard-oled-vs-soft-oled-which-screen-to-order,https://www.phonerepairspares.com/blog/incell-vs-hard-oled-vs-soft-oled-which-screen-to-order,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,screen-tech-edu,how-are-mobile-phone-screens-made-complete-production-process-analysis-from-lcd-to-oled,discovered_not_crawled,True,,,,,lcd-vs-oled-hard-soft-oled-repair-shops,https://www.phonerepairspares.com/blog/lcd-vs-oled-hard-soft-oled-repair-shops,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
P3,DELETE_NOINDEX,B2C-misaligned,screen-tech-edu,how-are-mobile-phone-screens-made-complete-production-process-analysis-from-lcd-to-oled,discovered_not_crawled,True,,,,,incell-soft-oled-hard-oled-cost-comparison-repair-shops,https://www.phonerepairspares.com/blog/incell-soft-oled-hard-oled-cost-comparison-repair-shops,2026-04-22T02:04:51.085Z,B2C 错位 + 未抓取：noindex（保留 60 天后真删）
